time_taken,latency,attempts,hint_used,correct,question_level,mastery
20.37,3.16,2,0,1,3,0.475
52.1,6.55,2,0,1,46,0.73
41.47,4.24,4,1,1,35,0.367
114.25,5.03,4,1,0,84,0.61
70.25,5.54,4,1,0,75,0.32
141.53,7.68,5,1,0,85,0.254
87.57,6.21,5,1,1,68,0.358
54.13,4.02,3,1,1,49,0.477
88.7,5.96,6,0,0,83,0.607
143.05,4.72,4,1,0,91,0.338
59.17,9.13,3,0,0,69,0.101
60.61,9.36,4,1,1,44,0.415
81.94,9.08,4,1,0,97,0.754
10.02,1.48,4,0,1,14,0.573
54.72,4.16,5,1,0,76,0.27
43.8,3.73,4,1,0,48,0.573
39.65,3.22,3,0,1,50,0.802
7.86,3.72,4,0,1,0,0.378
66.51,4.33,3,1,1,49,0.23
17.72,2.55,2,0,0,0,0.538
14.31,3.31,2,0,1,3,0.139
121.92,6.53,6,1,1,74,0.378
49.69,8.33,3,1,1,23,0.152
67.85,6.67,2,1,1,69,0.431
58.87,6.41,3,0,0,34,0.275
45.28,4.49,4,1,0,41,0.083
19.87,5.22,3,1,1,30,0.426
81.21,11.63,5,1,0,95,0.275
37.36,5.6,2,1,0,37,0.686
89.01,3.76,4,1,0,73,0.382
110.99,12.39,5,1,0,83,0.155
66.78,5.59,5,1,1,66,0.459
68.06,4.37,2,0,1,51,0.71
77.28,7.87,4,1,0,73,0.536
95.43,8.79,5,0,0,80,0.543
90.99,4.81,3,1,1,78,0.407
24.98,1.35,3,0,1,24,0.522
90.73,5.63,2,0,0,67,0.884
71.24,6.51,4,1,1,79,0.446
19.18,5.15,4,1,1,6,0.556
60.31,5.24,2,1,1,67,0.622
105.76,6.42,4,0,0,96,0.595
73.38,11.08,4,1,1,66,0.436
77.61,5.26,5,1,0,60,0.09
108.28,3.02,5,1,0,81,0.757
49.63,3.34,4,1,1,66,0.614
95.46,5.89,5,1,1,76,0.224
33.3,4.57,2,1,0,29,0.753
49.42,1.85,2,0,1,8,0.382
107.97,5.12,6,1,0,63,0.168
60.96,4.19,3,0,1,55,0.466
48.84,6.87,4,1,0,39,0.555
33.71,3.35,1,0,1,15,0.559
27.93,2.13,3,0,0,25,0.371
114.69,6.75,1,1,1,90,0.698
21.83,5.94,3,1,1,2,0.172
43.97,6.59,4,0,0,65,0.507
100.08,5.03,1,0,0,69,0.29
65.43,3.59,4,1,0,50,0.386
101.53,5.98,3,1,1,80,0.718
127.68,10.21,4,1,0,84,0.492
135.54,5.63,6,1,0,99,0.487
132.83,7.15,7,1,1,92,0.364
43.97,5.96,3,0,0,29,0.343
23.36,3.96,2,0,1,9,0.452
19.09,3.36,3,0,1,15,0.495
47.95,7.66,3,0,0,50,0.425
34.1,2.31,3,1,1,20,0.648
69.77,5.54,2,0,1,46,0.372
62.06,5.35,3,1,1,43,0.744
97.34,8.57,5,1,0,98,0.298
100.6,4.62,5,1,1,92,0.315
46.68,6.26,1,0,0,37,0.205
27.83,1.43,1,0,1,11,0.61
49.03,1.44,2,1,0,45,0.23
31.15,5.32,3,0,0,44,0.768
110.46,7.41,4,1,1,97,0.815
54.98,4.35,3,1,1,48,0.346
63.46,2.83,4,0,1,37,0.288
108.39,6.81,3,1,1,76,0.432
35.77,5.45,3,0,1,37,0.176
7.15,9.09,2,0,1,4,0.417
72.02,6.15,2,0,0,40,0.367
77.51,6.75,3,0,0,79,0.461
27.65,4.07,5,1,1,36,0.26
82.75,9.87,6,1,0,75,0.108
29.18,4.78,2,1,1,10,0.538
25.35,3.2,2,1,1,16,0.543
74.44,8.58,4,1,0,82,0.363
77.58,3.45,7,1,1,80,0.502
58.04,3.15,4,0,1,42,0.682
11.82,3.86,4,1,1,3,0.364
106.07,10.83,6,1,0,95,0.222
30.0,3.85,2,0,1,18,0.093
80.75,5.53,3,0,0,46,0.203
45.39,4.91,2,0,1,29,0.649
105.32,3.59,6,1,1,89,0.252
58.88,4.58,2,0,0,33,0.254
21.81,5.09,1,0,0,6,0.425
25.93,6.48,4,0,1,6,0.462
78.56,7.03,4,1,0,77,0.374
83.87,6.79,5,1,0,92,0.499
82.56,2.83,3,1,1,51,0.52
55.87,4.2,4,1,1,27,0.16
126.4,8.97,4,1,0,91,0.346
60.13,2.85,4,1,1,56,0.44
82.95,7.3,3,0,0,79,0.332
93.8,8.83,4,1,0,99,0.392
44.08,3.56,3,1,1,43,0.493
45.34,5.4,4,0,0,64,0.33
30.09,4.04,2,0,0,41,0.475
5.0,0.8,2,0,1,4,0.263
81.53,4.39,1,0,1,53,0.829
131.38,13.15,5,1,0,97,0.547
89.08,11.08,2,1,1,85,0.48
76.64,12.15,3,1,0,81,0.236
64.7,8.15,2,1,0,61,0.579
67.32,3.23,5,1,0,59,0.197
33.71,4.54,1,1,1,25,0.844
40.28,4.1,5,1,1,50,0.461
14.12,1.75,3,0,1,24,0.791
27.51,5.26,1,0,1,4,0.45
131.27,4.76,4,1,0,72,0.588
24.08,4.35,1,1,1,16,0.052
37.52,5.03,3,0,0,40,0.211
47.51,5.7,4,0,1,53,0.702
56.06,4.36,4,1,1,55,0.233
18.91,2.15,2,0,1,11,0.548
28.01,3.31,3,0,1,27,0.128
54.06,6.29,3,1,1,22,0.386
24.24,3.28,4,1,1,8,0.689
16.28,2.71,3,1,1,12,0.358
128.5,8.02,6,1,0,94,0.243
40.09,0.37,4,0,0,31,0.404
14.36,2.42,3,0,1,26,0.687
96.95,4.73,2,1,1,77,0.459
81.29,5.27,3,1,1,69,0.467
24.49,5.06,3,0,1,15,0.552
99.13,6.23,4,0,1,87,0.752
5.0,2.44,1,0,0,0,0.858
109.43,6.31,5,1,0,99,0.568
21.06,7.51,2,0,1,18,0.134
123.26,6.61,3,1,0,94,0.637
88.93,8.62,4,0,0,58,0.503
22.65,5.87,3,0,1,5,0.193
61.83,10.29,3,1,0,89,0.89
31.15,4.87,3,1,1,13,0.403
86.35,5.07,5,1,0,98,0.217
82.42,5.1,5,1,0,80,0.132
32.01,3.16,4,1,1,55,0.517
63.91,12.47,5,1,1,78,0.623
26.2,4.15,2,0,1,8,0.232
54.35,6.25,3,1,1,35,0.653
36.72,0.72,4,1,1,18,0.305
41.01,2.5,4,1,1,28,0.22
49.51,7.68,3,1,0,58,0.624
90.32,8.73,4,0,0,76,0.244
48.91,4.99,3,0,0,31,0.403
57.0,6.22,7,1,0,64,0.223
62.54,9.25,4,1,1,53,0.939
30.42,0.3,3,0,1,12,0.529
47.43,10.59,2,0,1,26,0.76
76.84,5.39,2,1,1,62,0.469
64.54,4.67,5,0,1,60,0.706
130.66,9.34,5,1,0,92,0.046
94.86,4.86,4,1,0,59,0.125
109.82,6.5,5,0,1,92,0.623
89.06,6.68,4,1,0,76,0.658
113.34,6.14,4,1,0,69,0.601
40.43,6.45,3,0,1,55,0.848
114.42,8.08,3,1,1,85,0.419
84.45,9.54,5,1,0,88,0.732
41.4,1.52,3,0,0,19,0.583
38.53,6.52,4,1,1,30,0.126
95.94,4.34,4,0,1,52,0.461
127.45,6.85,3,1,1,60,0.618
52.54,2.63,1,0,0,36,0.313
36.47,2.85,2,1,1,20,0.705
53.91,5.95,2,1,1,60,0.416
95.54,5.67,4,1,0,55,0.177
83.81,6.15,3,0,0,65,0.366
51.3,4.16,2,0,0,40,0.607
56.41,6.6,3,0,1,36,0.52
36.71,3.16,2,0,1,13,0.274
43.09,6.46,2,1,0,24,0.48
23.71,6.4,5,0,1,8,0.458
28.5,4.57,4,1,1,15,0.111
61.56,8.83,4,1,0,55,0.215
52.99,6.15,3,0,1,42,0.465
21.78,2.68,2,1,1,20,0.77
18.53,2.96,4,1,0,11,0.21
28.5,1.19,2,0,1,6,0.737
55.23,6.89,4,0,1,53,0.686
109.83,5.8,4,1,0,90,0.4
40.42,3.93,2,1,0,21,0.122
121.25,7.2,4,0,0,93,0.278
50.14,0.3,2,0,1,35,0.306
68.9,9.17,5,1,1,86,0.483
36.51,3.87,3,0,0,23,0.691
90.02,6.87,5,1,0,83,0.489
10.09,6.11,2,0,1,2,0.57
49.55,4.37,6,1,0,44,0.105
111.98,4.66,5,0,0,82,0.601
131.73,5.01,4,1,1,89,0.205
85.15,6.16,3,1,1,42,0.252
103.23,6.96,4,1,1,77,0.815
91.43,8.11,3,0,1,36,0.371
70.9,3.9,3,0,1,56,0.753
67.26,6.71,4,1,1,69,0.784
90.08,6.05,4,1,1,68,0.398
97.69,9.25,3,1,1,85,0.353
38.54,1.78,3,0,1,15,0.708
11.45,4.43,2,0,1,16,0.266
94.31,6.27,3,0,0,85,0.644
21.74,2.24,4,1,1,12,0.174
31.9,2.95,2,0,0,36,0.524
109.53,9.86,5,1,0,100,0.194
69.01,9.13,4,1,0,87,0.427
20.75,5.34,3,0,1,32,0.397
13.06,4.52,3,1,1,4,0.224
87.59,6.77,4,1,1,63,0.328
20.79,2.79,3,0,1,12,0.55
113.4,6.83,6,1,0,96,0.463
107.07,6.54,5,1,1,80,0.609
107.52,6.04,6,1,1,83,0.322
74.66,10.24,4,1,1,54,0.151
79.1,10.12,3,1,0,74,0.37
31.61,2.54,1,0,1,3,0.626
78.48,7.89,3,1,0,69,0.375
123.2,11.23,4,1,0,81,0.282
79.27,6.7,4,1,1,60,0.311
56.17,5.38,3,0,0,32,0.458
50.04,4.08,2,1,1,34,0.654
34.71,5.72,3,0,1,6,0.596
72.01,8.98,2,1,1,46,0.517
33.77,3.71,4,1,0,50,0.679
101.59,4.81,5,1,1,96,0.223
74.98,7.11,5,1,0,69,0.226
102.76,4.35,4,1,0,83,0.127
17.28,1.85,2,0,1,23,0.403
39.6,4.95,2,0,1,22,0.505
62.76,2.04,2,1,1,43,0.661
102.29,4.67,4,0,0,71,0.394
56.55,8.25,1,1,1,17,0.79
63.63,6.02,3,0,1,63,0.476
25.07,3.35,2,0,1,22,0.102
9.25,2.82,4,1,1,11,0.212
101.82,3.0,5,0,1,63,0.636
39.37,3.53,3,0,0,29,0.402
86.22,10.07,5,1,0,54,0.124
110.19,5.74,3,1,1,55,0.749
49.64,3.48,3,0,0,31,0.349
111.04,4.35,3,1,0,90,0.639
95.01,5.24,3,1,1,93,0.342
5.0,3.01,3,0,1,3,0.569
125.63,4.59,4,1,1,87,0.732
109.52,6.85,4,1,0,63,0.475
63.11,3.22,2,0,1,30,0.201
66.1,5.73,6,1,0,59,0.175
92.58,10.18,4,1,0,97,0.415
68.29,7.13,4,0,0,80,0.701
40.47,2.43,3,0,0,34,0.083
54.13,8.45,4,0,0,27,0.226
84.45,5.56,3,0,0,60,0.309
73.41,2.69,4,0,0,65,0.396
79.71,4.87,5,0,1,37,0.422
46.8,6.47,3,0,1,24,0.622
120.47,7.73,5,0,0,72,0.065
55.57,5.49,4,1,1,36,0.249
103.4,6.28,5,1,0,84,0.153
27.78,4.55,3,1,1,44,0.59
66.97,7.77,2,1,1,65,0.675
15.69,2.83,1,0,1,7,0.828
107.06,6.9,5,1,0,82,0.151
27.13,2.93,1,0,0,21,0.262
72.72,4.53,4,1,0,48,0.273
124.93,6.54,4,1,1,94,0.662
75.46,6.92,5,1,1,73,0.72
17.52,2.4,1,0,1,9,0.591
72.49,4.4,5,1,1,87,0.886
82.34,6.32,5,1,0,50,0.214
31.27,4.2,3,1,0,30,0.163
49.58,5.03,3,0,0,43,0.257
21.49,2.05,2,0,1,5,0.121
72.73,6.1,4,0,1,44,0.321
82.67,4.24,4,0,0,48,0.129
94.09,12.66,4,1,0,67,0.361
58.06,7.3,6,1,1,91,0.373
51.8,4.65,4,0,0,47,0.587
55.76,10.54,4,1,1,70,0.645
22.27,2.81,1,0,1,4,0.658
45.22,11.64,2,0,1,46,0.288
14.33,6.15,2,1,0,4,0.302
90.02,7.23,4,0,0,72,0.535
14.88,3.53,3,0,0,9,0.196
23.68,7.48,3,0,1,8,0.746
41.68,5.59,2,0,1,34,0.825
74.53,6.35,4,1,1,50,0.543
101.5,5.92,4,1,0,71,0.056
53.34,4.65,4,0,1,42,0.367
35.76,6.63,3,0,0,45,0.467
43.29,2.9,5,1,1,16,0.185
72.03,4.26,4,1,1,47,0.319
22.15,4.33,2,1,1,4,0.542
103.12,3.75,3,1,1,58,0.699
116.41,4.84,7,1,0,98,0.15
72.58,2.49,4,0,0,73,0.619
28.78,1.35,3,1,1,29,0.726
70.26,3.68,3,1,0,69,0.285
19.54,4.28,2,0,1,13,0.558
123.69,5.14,5,1,0,90,0.491
27.0,1.47,2,0,1,2,0.354
115.33,8.24,5,1,0,86,0.285
79.49,5.81,3,1,0,86,0.094
46.15,4.08,2,1,0,36,0.746
54.96,4.0,3,1,0,19,0.051
24.97,4.01,3,0,0,21,0.786
14.66,5.14,2,0,1,2,0.24
128.18,4.33,4,0,0,70,0.464
65.49,6.78,2,1,0,38,0.142
27.48,3.25,2,0,0,22,0.607
149.01,6.34,5,0,0,88,0.073
96.07,3.23,5,1,0,73,0.121
66.09,11.04,2,1,0,80,0.6
10.8,0.3,1,0,1,9,0.665
98.94,9.44,3,1,0,85,0.415
52.48,2.85,6,1,0,58,0.41
63.79,5.49,2,1,0,56,0.48
114.37,7.05,6,1,0,97,0.614
59.21,5.13,2,0,0,52,0.368
27.44,7.92,3,1,0,30,0.468
21.82,11.53,3,0,1,19,0.363
33.35,4.59,1,1,1,31,0.766
83.45,9.03,3,1,1,75,0.738
49.81,4.21,5,1,0,22,0.277
76.59,2.59,4,0,0,73,0.399
79.92,6.35,3,0,1,69,0.676
65.66,1.58,3,0,0,56,0.565
27.94,0.74,2,0,0,8,0.341
90.65,4.64,4,1,1,85,0.099
93.68,7.42,4,1,0,76,0.119
95.74,5.96,6,1,1,94,0.268
52.83,4.41,2,0,1,40,0.601
106.05,3.45,5,1,0,90,0.467
31.62,2.9,2,1,1,12,0.39
14.35,5.38,2,1,1,7,0.819
52.26,5.0,3,1,1,39,0.31
48.5,8.97,4,0,0,38,0.164
40.8,2.66,3,1,1,28,0.563
86.23,9.82,6,0,0,92,0.142
152.2,7.58,7,1,1,88,0.174
5.0,3.49,1,0,0,8,0.698
109.26,7.75,5,1,1,84,0.754
59.25,6.63,2,1,0,50,0.553
82.39,11.16,3,0,1,100,0.315
105.28,8.3,4,1,0,69,0.081
130.45,7.92,6,1,0,91,0.274
30.06,6.68,3,1,1,23,0.285
85.64,13.42,3,1,0,69,0.398
64.53,3.27,4,1,1,72,0.585
5.0,1.94,2,0,1,2,0.331
11.41,1.25,3,0,1,0,0.409
38.37,3.33,3,1,1,36,0.713
12.33,1.44,4,0,1,6,0.469
72.14,5.03,3,1,0,96,0.608
62.91,4.59,5,1,0,44,0.353
57.8,1.76,4,0,1,27,0.513
85.95,6.85,3,1,1,57,0.3
29.22,2.03,3,0,1,32,0.476
17.25,2.54,2,0,1,3,0.502
53.25,4.01,4,1,1,55,0.825
93.55,6.43,5,1,1,70,0.269
94.42,7.76,4,1,1,59,0.201
99.23,4.26,4,1,0,80,0.245
56.54,7.71,2,0,0,23,0.194
93.45,7.87,6,1,1,82,0.323
75.86,6.89,6,1,0,83,0.198
61.83,5.85,3,1,0,76,0.193
109.7,3.06,5,1,0,88,0.423
80.28,3.86,4,0,1,62,0.456
128.25,7.28,7,1,1,100,0.561
73.97,4.01,4,0,0,51,0.078
89.04,3.28,2,0,0,72,0.176
82.34,6.26,4,1,0,86,0.166
105.25,6.06,4,1,0,71,0.033
53.03,3.74,3,1,1,53,0.307
96.47,8.38,3,1,0,88,0.516
72.5,6.44,4,1,0,70,0.233
35.6,1.82,1,0,1,14,0.806
7.61,0.3,2,0,1,6,0.132
16.09,2.87,2,0,1,6,0.533
66.95,9.47,5,1,1,54,0.259
104.03,10.61,4,1,1,71,0.419
18.75,2.74,3,0,1,11,0.163
94.66,9.7,7,1,0,92,0.427
37.38,2.12,4,0,0,24,0.057
132.46,7.64,5,1,0,88,0.391
24.26,3.65,3,0,1,17,0.304
43.07,5.9,4,1,1,58,0.455
109.09,5.16,4,1,0,74,0.587
84.43,6.01,4,1,1,32,0.258
60.67,1.64,2,0,0,30,0.417
46.01,3.59,2,0,1,26,0.679
31.87,5.12,2,1,1,32,0.239
47.06,3.64,2,1,1,30,0.203
17.97,2.97,3,1,0,6,0.276
12.87,4.03,2,1,1,13,0.633
20.77,1.59,1,0,1,10,0.367
59.69,4.52,5,1,0,60,0.531
36.86,4.2,5,0,1,22,0.305
38.23,5.78,4,0,1,13,0.644
75.1,2.25,2,0,0,40,0.229
69.83,10.93,3,1,0,70,0.362
51.1,2.7,5,0,1,33,0.339
39.29,4.6,2,0,1,24,0.487
117.94,8.45,5,1,1,93,0.398
63.48,6.11,4,1,1,53,0.357
124.22,8.79,6,1,0,89,0.247
16.63,4.39,3,1,1,43,0.688
101.61,6.71,3,1,0,64,0.506
59.69,4.58,3,1,1,44,0.751
60.49,5.16,4,1,0,71,0.659
78.52,5.75,7,1,1,90,0.173
122.61,7.73,5,1,0,93,0.111
39.69,4.46,3,1,0,20,0.011
19.91,2.72,3,0,0,23,0.377
70.85,1.75,4,1,1,38,0.529
73.59,3.14,3,0,0,70,0.554
114.99,6.47,5,0,0,77,0.296
69.28,2.72,2,0,1,47,0.683
15.65,4.58,3,0,1,25,0.679
75.95,5.94,6,1,1,84,0.576
31.32,3.31,3,0,1,23,0.425
19.73,1.67,5,0,1,2,0.401
103.13,7.48,4,0,0,69,0.599
32.3,5.73,2,0,1,42,0.578
67.78,4.75,3,1,1,56,0.587
125.55,7.98,4,1,0,78,0.421
101.37,4.61,6,1,0,85,0.368
17.48,6.49,3,1,1,11,0.308
96.81,12.0,4,1,1,50,0.415
108.93,11.62,3,0,1,81,0.419
110.84,6.18,5,1,0,75,0.329
46.43,4.1,2,0,1,32,0.799
84.38,7.7,4,0,1,82,0.447
121.18,8.79,4,1,0,74,0.04
110.53,10.03,6,1,1,94,0.258
50.89,3.59,3,1,1,24,0.087
93.54,10.26,4,1,0,99,0.56
21.28,2.03,1,0,1,6,0.518
108.79,7.38,4,1,0,77,0.579
100.38,3.77,5,0,1,58,0.352
38.27,5.87,3,0,0,16,0.16
9.54,2.23,3,0,1,10,0.4
29.04,8.09,1,0,0,8,0.553
52.2,4.72,4,1,1,50,0.419
72.93,7.2,5,1,1,76,0.643
68.7,6.55,4,1,0,62,0.533
71.52,5.61,4,1,1,41,0.109
64.22,6.03,4,1,1,67,0.37
39.88,5.37,2,1,1,22,0.772
58.85,9.07,6,1,1,65,0.166
114.87,4.78,4,1,0,99,0.343
102.63,5.76,3,1,0,70,0.557
13.06,2.11,2,0,1,26,0.405
49.09,2.59,2,0,0,14,0.116
82.47,4.5,5,1,0,50,0.219
67.05,12.22,1,1,0,35,0.443
91.34,5.62,5,1,0,83,0.632
40.6,5.03,3,0,0,53,0.47
58.23,2.96,1,0,0,45,0.284
42.3,5.13,2,1,1,48,0.399
126.43,7.81,6,1,1,91,0.258
73.89,11.59,3,1,0,80,0.428
54.98,4.13,3,1,1,39,0.551
13.39,1.87,1,0,1,11,0.728
70.26,4.74,5,0,0,76,0.155
23.24,1.97,3,1,1,2,0.21
84.37,4.05,5,1,1,62,0.386
5.0,2.86,1,0,1,0,0.706
7.06,3.01,5,1,1,18,0.204
17.26,2.99,3,1,1,14,0.29
40.44,5.2,3,0,0,53,0.631
119.85,8.31,4,1,0,88,0.449
11.72,3.98,3,0,0,18,0.223
137.27,2.84,4,1,1,95,0.806
17.94,4.03,3,1,1,18,0.827
82.69,6.3,4,1,0,88,0.733
8.54,3.25,1,0,1,20,0.659
8.13,1.04,1,0,1,13,0.779
67.6,8.41,4,1,0,75,0.641
39.33,0.3,4,1,0,39,0.171
80.02,10.91,4,1,1,48,0.1
12.09,4.5,2,0,1,8,0.518
93.63,8.61,2,0,0,56,0.246
90.4,8.48,3,1,0,75,0.335
23.07,4.63,2,0,1,12,0.617
37.28,4.42,3,1,1,26,0.456
100.0,10.9,5,1,0,98,0.283
104.34,6.32,3,1,1,88,0.552
49.47,3.53,4,0,0,36,0.593
63.49,3.82,4,1,1,47,0.177
71.29,4.25,4,1,0,57,0.541
83.82,8.12,4,1,1,79,0.422
39.34,4.89,2,1,1,46,0.4
27.39,5.76,2,0,1,24,0.509
60.0,5.89,5,0,0,79,0.636
50.26,6.01,3,0,0,19,0.365
21.21,3.6,4,1,0,20,0.504
82.93,7.35,3,1,0,69,0.486
138.33,10.08,5,1,0,94,0.262
64.45,5.94,3,1,1,58,0.75
50.79,2.58,1,0,1,46,0.32
72.67,6.64,2,1,0,59,0.402
66.24,5.14,2,1,0,60,0.132
87.7,9.01,4,1,1,81,0.536
92.43,6.87,3,1,0,64,0.515
66.07,6.18,7,1,1,82,0.486
69.98,3.04,5,1,1,52,0.102
16.23,4.36,2,0,0,18,0.583
47.88,6.63,1,1,1,26,0.481
58.93,2.18,6,1,1,43,0.351
60.31,6.33,2,1,0,60,0.297
112.48,5.99,4,1,1,96,0.584
78.75,10.09,6,1,0,88,0.143
106.36,4.21,3,1,1,81,0.854
82.13,7.41,5,1,0,98,0.064
43.45,7.21,3,0,0,60,0.303
74.1,6.89,4,1,1,90,0.791
108.52,4.9,3,0,1,49,0.495
49.7,7.79,3,1,1,29,0.28
33.73,2.91,2,0,1,8,0.209
100.67,7.54,6,1,1,75,0.122
50.97,6.3,6,1,0,39,0.196
97.9,2.54,6,1,1,67,0.288
74.58,2.66,3,0,0,44,0.106
34.33,2.45,4,1,1,51,0.392
83.1,5.92,4,0,0,65,0.756
8.21,6.97,3,0,1,1,0.327
43.41,6.43,4,0,0,44,0.788
47.88,3.57,3,0,0,49,0.228
20.86,4.6,3,0,1,29,0.521
139.09,14.96,4,1,1,98,0.591
106.7,5.42,4,1,0,63,0.215
25.42,2.33,2,0,0,36,0.318
47.16,3.43,3,0,0,36,0.296
58.58,8.1,5,1,1,55,0.206
96.7,11.96,6,1,0,83,0.499
70.03,5.76,2,1,1,43,0.863
83.62,4.62,3,1,1,61,0.436
87.22,5.75,5,1,0,58,0.357
35.25,5.8,1,0,1,26,0.491
66.08,5.1,4,1,1,71,0.392
75.71,6.52,4,0,1,81,0.888
79.74,7.83,4,1,0,66,0.316
60.95,12.16,4,1,1,28,0.438
141.0,5.73,5,1,0,95,0.351
26.13,4.46,5,0,0,3,0.034
82.51,5.13,2,0,0,80,0.596
94.58,6.11,4,0,1,86,0.644
69.57,8.1,4,1,1,57,0.781
74.82,6.47,2,0,0,41,0.379
48.79,4.68,4,1,0,49,0.231
109.45,7.26,6,1,1,99,0.253
60.88,5.62,2,0,0,17,0.6
18.51,3.46,1,0,1,4,0.461
100.02,11.8,5,1,0,79,0.123
62.3,4.68,3,1,1,67,0.987
43.38,3.79,2,0,1,21,0.782
63.91,7.62,3,1,1,76,0.765
109.25,1.41,3,0,0,44,0.321
76.44,8.01,4,1,0,79,0.572
28.24,10.24,2,0,0,24,0.808
39.04,8.48,5,0,1,35,0.691
92.52,7.07,5,1,0,83,0.506
51.06,1.13,3,1,1,28,0.238
96.21,5.97,3,1,1,53,0.477
51.93,6.32,3,1,1,26,0.27
31.89,2.19,3,1,1,36,0.844
5.0,2.22,1,0,0,2,0.125
48.89,5.08,2,1,1,54,0.535
69.9,3.47,6,1,0,73,0.324
57.61,2.5,2,0,1,46,0.666
74.92,3.72,4,1,1,53,0.443
46.1,5.18,1,0,1,25,0.63
125.48,6.83,3,1,0,91,0.045
22.82,3.77,1,0,1,8,0.3
37.93,6.36,4,0,0,47,0.601
74.76,2.69,4,1,0,38,0.295
60.83,3.94,4,0,0,51,0.519
19.87,3.21,3,0,1,15,0.511
97.03,8.43,4,1,1,84,0.725
13.06,5.41,1,0,0,13,0.669
44.97,6.24,4,0,1,26,0.091
123.66,14.56,3,1,1,88,0.501
14.17,1.33,2,0,1,11,0.28
72.26,6.3,3,1,1,22,0.441
109.01,7.65,4,1,0,86,0.623
76.21,6.04,7,1,0,92,0.324
41.32,7.45,2,1,1,34,0.874
58.63,9.21,4,0,0,85,0.233
15.85,4.05,2,0,1,13,0.621
131.53,8.41,5,0,0,95,0.51
62.15,4.42,3,1,1,19,0.254
101.89,5.4,5,1,1,63,0.371
117.36,9.43,4,1,0,85,0.193
24.15,4.35,3,1,1,15,0.542
135.09,5.56,3,0,1,76,0.677
72.82,6.7,5,1,0,58,0.205
67.71,5.52,3,1,0,42,0.307
25.07,5.51,5,1,1,44,0.816
27.47,3.05,4,1,0,15,0.333
42.25,2.22,1,0,1,6,0.541
67.9,6.9,3,1,1,84,0.394
59.51,3.97,5,1,1,55,0.466
14.27,0.35,3,0,0,10,0.487
12.02,2.81,4,0,1,3,0.113
46.88,1.8,3,0,1,40,0.611
87.28,8.71,4,1,0,84,0.099
74.26,3.08,3,0,0,72,0.177
49.28,6.13,3,0,1,35,0.476
66.94,2.77,3,0,1,77,0.835
99.14,6.25,5,1,0,77,0.256
63.21,5.46,5,1,0,63,0.297
16.02,4.92,1,0,0,18,0.231
126.25,7.62,6,0,0,73,0.165
37.35,3.28,2,0,0,31,0.683
137.76,11.67,5,1,1,96,0.569
22.42,2.9,4,1,1,27,0.277
104.09,9.53,2,1,0,73,0.814
74.43,1.2,4,1,1,62,0.451
113.2,7.03,6,0,0,83,0.116
90.55,4.32,8,1,0,96,0.475
49.36,6.59,3,0,1,58,0.175
36.49,4.62,4,1,1,43,0.361
55.42,3.25,5,1,0,56,0.288
119.7,5.55,4,0,1,67,0.782
40.84,1.59,3,1,1,31,0.311
93.23,5.57,4,1,1,95,0.537
45.84,5.86,4,1,1,31,0.357
125.04,8.8,3,1,0,85,0.299
46.66,1.83,4,1,1,40,0.498
37.36,4.57,4,1,0,31,0.37
5.0,6.5,2,0,1,0,0.42
57.68,5.88,4,1,1,45,0.506
47.39,2.95,4,0,1,32,0.489
27.68,5.9,2,1,1,14,0.409
117.46,7.73,6,1,1,96,0.159
42.24,3.75,2,0,1,19,0.648
83.81,5.18,4,1,0,79,0.668
35.48,3.87,3,1,0,36,0.444
66.63,7.91,4,1,0,67,0.392
91.78,8.62,4,0,0,66,0.613
50.16,6.14,4,1,0,46,0.136
64.74,7.18,4,1,1,48,0.728
18.91,4.51,2,0,1,3,0.322
16.68,3.86,2,0,1,14,0.773
94.11,3.35,2,0,0,65,0.867
5.0,2.58,2,0,1,11,0.622
52.37,2.3,2,0,1,35,0.861
85.94,3.44,6,1,1,81,0.631
30.23,2.66,2,0,1,17,0.247
31.0,1.3,4,0,0,18,0.256
5.0,1.8,3,0,1,8,0.683
74.34,7.73,3,0,0,75,0.063
57.1,9.8,1,0,1,43,0.828
100.33,8.8,4,1,0,74,0.115
28.13,0.97,2,0,1,10,0.356
91.66,3.53,3,0,0,62,0.55
15.42,3.13,2,0,1,21,0.502
125.78,6.52,6,1,1,93,0.399
54.68,7.9,5,1,1,31,0.27
20.57,9.11,4,1,0,0,0.162
110.37,8.03,2,1,0,72,0.759
77.2,5.77,4,1,1,74,0.73
86.5,5.75,6,1,1,89,0.47
29.58,0.88,2,0,1,21,0.395
87.25,6.7,4,1,1,88,0.731
31.12,5.77,3,0,0,46,0.413
48.49,10.89,3,0,1,63,0.792
51.68,7.28,6,1,0,53,0.058
90.93,8.8,5,1,0,87,0.3
73.12,7.85,5,1,0,83,0.264
35.33,1.93,5,1,0,22,0.246
74.35,6.58,3,0,1,62,0.511
36.64,6.71,2,0,1,20,0.613
164.71,6.68,8,1,0,96,0.265
29.9,2.5,2,0,0,24,0.188
37.19,5.94,2,1,1,55,0.665
60.34,2.73,5,1,0,64,0.17
13.0,5.2,2,0,0,8,0.135
88.28,11.33,3,1,0,93,0.608
99.88,9.33,6,1,1,69,0.331
107.18,9.01,4,1,1,78,0.676
39.33,5.46,4,1,1,25,0.161
115.6,6.4,6,1,0,74,0.206
29.25,4.76,2,0,0,44,0.704
96.74,6.04,4,1,1,81,0.424
